label,feature_integer1,feature_integer2,feature_integer3,feature_integer4,feature_integer5,feature_integer6,feature_integer7,feature_integer8,feature_integer9,feature_integer10,feature_integer11,feature_integer12,feature_integer13,categorical_feature1,categorical_feature2,categorical_feature3,categorical_feature4,categorical_feature5,categorical_feature6,categorical_feature7,categorical_feature8,categorical_feature9,categorical_feature10,categorical_feature11,categorical_feature12,categorical_feature13,categorical_feature14,categorical_feature15,categorical_feature16,categorical_feature17,categorical_feature18,categorical_feature19,categorical_feature20,categorical_feature21,categorical_feature22,categorical_feature23,categorical_feature24,categorical_feature25,categorical_feature26,Id
1,33.51589739172469,402.0,1.0,81.0,72.0,0.0,1.0,58,19,0.0,19.0,3758.0,1.0,265366bf,59e6bfe3,fe54dcfd,386c49ee,c6fc10d3,6fcd6dcb,d935d694,d4612c5c,25dd8f9a,e63d98b4,c939136f,2e3e5428,26bb0b02,be4ee537,1de734ba,4cdc3efa,d20856aa,b8170bba,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,118885ac,321935cd,b757e957,269
0,2.0,963.0,3.0,700.0,3.0,0.0,0.0,1,11,0.0,2.0,7758.0,3.0,788a5d5b,98e2c109,bc5436cc,202a1b3d,f3e61993,6fcd6dcb,1bd05936,a66a02fa,1df5e154,16ec16d6,fa478aa9,7b7b856f,bf78d0d4,be4ee537,ded4997d,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,1183bdcb,30436bfc,b757e957,270
1,127.0,137.0,35.0,120.16365172942831,11.0,0.0,0.0,26,18,0.0,1.0,79.0,80.0,ad98e872,3ed37f74,cebd3e04,6faef306,1b892b7d,6fcd6dcb,268d7b4d,5e05a2a6,2e4e821f,62da11e3,14874876,23fec089,a77a4a56,be4ee537,cb03e8c2,4cdc3efa,d20856aa,d9f758ff,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,4329ebf0,30436bfc,e1be5ef2,271
1,33.51589739172469,56.0,6.601761753697804,120.16365172942831,1.0,0.0,0.0,-1,0,0.0,1.0,11528.0,7.764677000558237,a549d9ac,bff9958d,b7ce3764,f2463ffb,6c49ffa1,6fcd6dcb,a68afbde,231d1ac4,46dedfa6,e99bc5b4,30495534,12716184,00c5ffb7,be4ee537,6dff3beb,4cdc3efa,d20856aa,b8170bba,9512c20b,6156099e,9574c320,a409e683,d7c1fc0b,0f6ecb8b,ff654802,b757e957,272
0,28.0,139.0,2.0,143.0,32.39126543994337,0.0,0.0,11,0,0.0,5.7188198880494845,43968.0,2.0,ad98e872,3dbb483e,b841c6b4,f2463ffb,513057af,919c68e4,dfd120c8,54cd7262,2e4e821f,62da11e3,14874876,044d6a21,00c5ffb7,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,0ef93880,ff654802,e1be5ef2,273
1,5.0,9.0,3.0,40.0,3.0,0.0,0.0,332,0,0.0,1.0,2610.0,3.0,ad98e872,e6325b78,2cc4a10a,72e99bed,664ff944,6fcd6dcb,2ef81878,d9ee6ad3,e25a4c11,62da11e3,14874876,12716184,405ca118,be4ee537,87dd78f2,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,03588633,cdc3217e,e1be5ef2,274
0,33.51589739172469,12.0,6.601761753697804,5.0,6.0,2.2903154300558843,0.0,-1,0,0.3717501848624462,1.0,17281.0,7.764677000558237,ae2503aa,78494fa9,e3afb8e7,6faef306,664ff944,6fcd6dcb,6f9a60f7,09f8a09d,54fc547f,320312e5,ce3acb34,5d991c3e,a77a4a56,66646785,60c72290,10dd3744,1f7fc70b,a1eb1511,9512c20b,b581be00,7edcece2,f0325750,e80633cf,10d741d6,337b81aa,6c730e3e,275
0,27.0,71.0,1.0,5.0,1.0,0.0,0.0,24,5,0.0,1.0,1375.0,4.0,b1eafc79,c97fb2ac,74ad4246,67ecc871,c6fc10d3,6fcd6dcb,9c96779d,43426c29,2e4e821f,520283ca,955d1f77,b931e832,a77a4a56,be4ee537,f3bbfe99,4cdc3efa,d20856aa,b8170bba,9512c20b,b3a84bce,ed4877e3,c7b0de1f,1752e9e8,bb6f52bf,30436bfc,2ccea557,276
0,9.0,797.0,21.0,668.0,3.0,0.0,0.0,0,20,0.0,1.0,9600.0,21.0,161d5336,50646d15,c6453aed,6faef306,729e35ab,6fcd6dcb,758ceaae,0bcd3004,a48e16ed,3b9eca45,0da2c36c,6690e3fd,bf78d0d4,be4ee537,2f8017d8,4cdc3efa,d20856aa,b8170bba,139221a3,7e325934,7fe52a5b,83e1cdc0,d3df7183,72d169ba,ff654802,7c94c9ef,277
1,4.0,2318.0,6.601761753697804,120.16365172942831,32.39126543994337,0.0,0.0,19,0,0.0,5.7188198880494845,18607.0,7.764677000558237,ad98e872,52e662f8,37361bd1,6521d620,1315f676,6fcd6dcb,d776dc2d,060ba641,e25a4c11,62da11e3,14874876,3e76d96c,a77a4a56,be4ee537,ff41b0bb,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,71932b43,30436bfc,fb98c4ed,278
1,2.0,639.0,2.0,71.0,19.0,0.0,0.0,4,25,0.0,12.0,5148.0,2.0,91c3c8e0,989795b5,f3004624,6521d620,e755064d,6fcd6dcb,663c46b8,d4612c5c,54fc547f,2fc71782,c939136f,2d400d97,a77a4a56,be4ee537,c7ea8d57,4cdc3efa,d20856aa,b8170bba,9512c20b,c4c7eb03,65caf1d8,895cd8d6,d3df7183,68a5b56e,e5cb08fd,b757e957,279
1,2.0,894.0,2.0,53.0,1.0,3.0,0.0,164,29,0.0,1.0,1169.0,2.0,8eff5073,8184af04,48cbbe90,3f85ecae,75861771,6fcd6dcb,caf1f890,038e402d,a48e16ed,dc249635,ef427d5a,43b94870,a77a4a56,be4ee537,f35442fb,4cdc3efa,d20856aa,b8170bba,1889c49d,2d28cd7e,f6d6fca7,54b6fecb,d3df7183,202c9316,991321ea,ed10571d,280
0,33.51589739172469,376.0,6.601761753697804,335.0,66.0,0.0,0.0,30,10,0.0,10.0,8157.0,7.764677000558237,265366bf,32c12cb1,fe54dcfd,67ecc871,729e35ab,6fcd6dcb,d935d694,d4612c5c,54fc547f,e63d98b4,c939136f,408ba853,a77a4a56,be4ee537,1de734ba,4cdc3efa,d20856aa,7232d217,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,118885ac,337b81aa,b757e957,281
1,2.0,441.2116154583853,2.0,3.0,32.39126543994337,22.0,0.0,84,2,1.0,5.7188198880494845,27.0,2.0,265366bf,cf6c15d3,d72512b2,f2463ffb,c6fc10d3,6fcd6dcb,6de1f0ce,d4612c5c,54fc547f,e63d98b4,c939136f,57c4b027,a77a4a56,be4ee537,aa459285,4cdc3efa,d20856aa,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,54a493a3,337b81aa,2ba8d787,282
1,22.0,40.0,3.0,10.0,17.0,0.0,0.0,175,0,0.0,3.0,1569.0,3.0,ad98e872,8014a6b5,9cd03882,67ecc871,729e35ab,6fcd6dcb,eaeee1ab,14e37c81,1df5e154,62da11e3,14874876,cf60ba43,26bb0b02,be4ee537,c5eef2aa,4cdc3efa,d20856aa,494e8d19,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,9dc08696,30436bfc,e1be5ef2,283
1,5.0,1485.0,3.0,165.0,6.0,0.0,0.0,150,31,0.0,5.0,5415.0,3.0,bdafb960,ea44547a,5b22ec6e,b0c5e548,513057af,6fcd6dcb,d3c1b92a,f43aebea,2e4e821f,8f248500,5e90d4ef,5f00c7e5,a77a4a56,be4ee537,6b30b4e5,4cdc3efa,d20856aa,b8170bba,9512c20b,28e5239a,93e4bcbd,8e981e42,d3df7183,7d9220de,30436bfc,2ccea557,284
1,6.0,54.0,5.0,6.0,32.39126543994337,0.0,0.0,0,5,0.0,5.7188198880494845,2620.0,5.0,c98967dc,929c447a,10335fa6,f2463ffb,c6fc10d3,6fcd6dcb,066cf65b,8f551379,54fc547f,a9ef99c5,57606b4c,d7b56062,bf78d0d4,521d9fcb,eea7f013,2514f91d,1f7fc70b,b8170bba,9512c20b,d818c7cf,f55f4c1a,7d175ab0,a09df8b5,fbc8f7c7,337b81aa,2f33557c,285
0,31.0,685.0,5.0,120.16365172942831,4.0,0.0,0.0,8,12,0.0,1.0,23287.0,13.0,ad98e872,a8077a1f,f4e474b3,f2463ffb,25e74633,6fcd6dcb,79412a72,eb4eb704,e25a4c11,62da11e3,14874876,272bf915,a77a4a56,be4ee537,1f6543af,4cdc3efa,d20856aa,d75a120f,9512c20b,156cbe87,96fbe197,15562d5d,d3df7183,33cc0526,cdc3217e,b757e957,286
0,3.0,84.0,18.0,82.0,3.0,0.0,0.0,7,4,0.0,2.0,19967.0,18.0,4bb49de2,9a6c1869,bfbe69f6,f2463ffb,de15f064,6fcd6dcb,e7222fbe,17ae60ec,4d4b38f2,4a9cfbfd,6e82cee1,63a60c8d,a77a4a56,be4ee537,fe7e6ccb,4cdc3efa,d20856aa,5f9e7b9c,9512c20b,734a2a5d,f966b3ca,23d4a929,eaa4fa2c,165fbf32,ff654802,b757e957,287
1,33.51589739172469,753.0,1.0,120.16365172942831,32.39126543994337,0.0,0.0,0,2,0.0,5.7188198880494845,41290.0,1.0,ad98e872,06cbeea9,0e901586,f2463ffb,1315f676,6fcd6dcb,ce2560ac,20aa0da1,54fc547f,62da11e3,14874876,c6c3f3ee,a77a4a56,be4ee537,abfe6694,4cdc3efa,d20856aa,b6bc86c5,9512c20b,156cbe87,96fbe197,15562d5d,d3df7183,2355b37c,337b81aa,6c730e3e,288
0,2.0,34.0,6.601761753697804,120.16365172942831,32.39126543994337,2.2903154300558843,0.0,1,0,0.3717501848624462,5.7188198880494845,491509.0,7.764677000558237,0dc501f1,3eb4adb5,3b47e0dc,67ecc871,664ff944,919c68e4,0e005bd7,64cb2fa8,2e4e821f,20a0209b,08ddd312,ac067877,00c5ffb7,be4ee537,f15f5a81,4cdc3efa,d20856aa,3a678e56,9512c20b,2e26111f,30ca254a,6e5783c2,d3df7183,893704a5,991321ea,962813c6,289
0,7.0,605.0,4.0,120.16365172942831,4.0,0.0,0.0,52,8,0.0,1.0,15217.0,4.0,ad98e872,3dbb483e,e738e6ee,f2463ffb,25e74633,6fcd6dcb,2d979239,54cd7262,2e4e821f,62da11e3,14874876,6dde8888,f4fc3c5e,be4ee537,a63cedcf,4cdc3efa,d20856aa,ab4667da,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,d9e01505,30436bfc,e1be5ef2,290
0,7.0,48.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,29,0,0.0,5.7188198880494845,10.0,5.0,ad98e872,cea68cd3,3539a72d,386c49ee,b13d7057,6fcd6dcb,5a52e7fc,c0375b13,2e4e821f,62da11e3,14874876,3c01349b,405ca118,be4ee537,fdc9e405,4cdc3efa,d20856aa,f7389918,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,952e3dcc,30436bfc,e1be5ef2,291
1,1.0,2.0,1.0,34.0,32.39126543994337,0.0,0.0,24,1,0.0,5.7188198880494845,89884.0,1.0,72553e7d,87701698,8e5f4310,6faef306,e3d7666f,919c68e4,3e340a6d,038e402d,25dd8f9a,14a17a36,035f3a4c,b221cf02,bf78d0d4,be4ee537,5204e5f8,4cdc3efa,d20856aa,628f1b8d,9512c20b,ec6e663b,53bbfa91,4bb96234,d3df7183,bcfdb2c7,321935cd,b757e957,292
1,33.51589739172469,48.0,6.601761753697804,26.0,7.0,0.0,0.0,-1,13,0.0,4.0,6786.0,7.764677000558237,c1a44a20,d93d203b,e83ab4ef,67ecc871,8e2379b3,6fcd6dcb,9a6b2653,5f180614,1df5e154,ce95148c,ffed1d73,190b325e,a77a4a56,e8a1089e,8621db57,10dd3744,753da5f3,628f1b8d,9512c20b,3b1affa1,96dd4cea,e4079b5d,b29dd9ec,d74b023e,ff654802,2ccea557,293
0,26.0,665.0,10.0,27.0,19.0,3.0,0.0,31,49,2.0,11.0,593.0,10.0,53367c08,a5b0587e,17fd567f,67ecc871,38b02748,6fcd6dcb,63317d31,f3209ba9,25dd8f9a,2c5b672f,0da2c36c,0919e96a,a77a4a56,be4ee537,248500f4,4cdc3efa,d20856aa,a1eb1511,9512c20b,daf7c619,083b0a16,0e86296f,d3df7183,577870bf,321935cd,b757e957,294
0,33.51589739172469,14.0,6.601761753697804,2.0,13.0,2.2903154300558843,0.0,2,0,0.3717501848624462,2.0,1523.0,7.764677000558237,001f363f,78494fa9,c7733554,67ecc871,1315f676,6fcd6dcb,bd15aab8,09f8a09d,54fc547f,d94bfcf9,cdbe07fc,12716184,a77a4a56,f11143e1,60c72290,10dd3744,753da5f3,b8170bba,9512c20b,bdc3e194,962471ca,7250536d,b8504d58,5d21cf2b,337b81aa,6c730e3e,295
1,15.0,441.2116154583853,11.0,1.0,32.39126543994337,8.0,0.0,1,11,1.0,5.7188198880494845,1.0,1.0,aadc85bd,6813cc60,10153f92,386c49ee,9883eb5a,6fcd6dcb,3c052b72,038e402d,3cb29c3b,2ee0a821,bd1ac62c,8a4678b1,a77a4a56,be4ee537,d24210e0,4cdc3efa,d20856aa,b8170bba,9512c20b,893a47ee,7fe7c3d3,a460ff2c,d3df7183,1db467b6,facb8ad0,b757e957,296
1,33.51589739172469,441.2116154583853,15.0,24.0,32.39126543994337,12.0,0.0,5,17,2.0,5.7188198880494845,8.0,14.0,d9ed49b3,c47ad84b,bafcb47b,3faacf5d,1d59892a,6fcd6dcb,d935d694,66fc85af,2e4e821f,6666e269,57606b4c,fccc9901,a77a4a56,be4ee537,914f3495,4cdc3efa,d20856aa,a1eb1511,9512c20b,e2675d32,48503c37,39d8df65,d3df7183,41c9a40b,ff654802,ed10571d,297
0,33.51589739172469,865.0,4.0,715.0,13.0,0.0,0.0,1,4,0.0,3.0,5667.0,4.0,265366bf,93b9292a,c5a2273e,bdd5d27b,c6fc10d3,6fcd6dcb,08ae0426,ab96c6b2,2e4e821f,e63d98b4,c939136f,bd54843e,a77a4a56,be4ee537,16ce961d,4cdc3efa,d20856aa,7232d217,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,b7630505,ff654802,b757e957,298
1,11.0,346.0,6.601761753697804,0.0,54.0,1.0,0.0,0,0,1.0,9.0,603.0,7.764677000558237,31b2c592,11074985,9a898c89,67ecc871,44d6f989,6fcd6dcb,0e005bd7,09f8a09d,54a003de,083ef0b9,80d4592b,49bf8d80,a77a4a56,76ecb1cc,2b083b96,10dd3744,753da5f3,b8170bba,7a7178b2,3d048616,813f300d,3f2760e7,d805c322,893704a5,30436bfc,2f33557c,299
0,33.51589739172469,1490.0,19.0,147.0,17.0,0.0,0.0,0,46,0.0,11.0,72.0,24.0,265366bf,4bbb9dd3,17f8a1e6,67ecc871,84fb5c38,6fcd6dcb,2d72123e,ab96c6b2,7cee8453,e63d98b4,c939136f,c60e6cac,d49eb1df,be4ee537,e3cedb86,4cdc3efa,d20856aa,d7bd17f9,55191c09,47849e55,73b3f46d,d994ba60,d3df7183,59c61d47,30436bfc,de53bdf9,300
0,60.0,170.0,6.601761753697804,8.0,1.0,2.2903154300558843,0.0,0,1,0.3717501848624462,1.0,21651.0,7.764677000558237,6e821798,a05171f1,566cdc7f,67ecc871,8b20d33c,919c68e4,eb692257,670da99c,7cee8453,619039e8,b59debeb,565a2a47,00c5ffb7,521d9fcb,484a5e08,330c9d3e,1f7fc70b,12cca885,9512c20b,d7d58cdc,8f6026eb,68866974,fd0b5989,21db0004,30436bfc,2f33557c,301
0,3.0,25.0,2.0,34.0,1.0,0.0,0.0,59,3,0.0,1.0,3205.0,2.0,3b20ebc7,daa3490d,d0c5d50f,f2463ffb,1315f676,6fcd6dcb,725b10e7,b349ec93,2e4e821f,4ee42423,b59debeb,3ea4d75d,00c5ffb7,be4ee537,80550e77,4cdc3efa,d20856aa,6691e292,9512c20b,b35ee21f,92b935ae,62de1bc9,d3df7183,245d9da7,30436bfc,2ccea557,302
0,3.0,254.0,3.0,120.16365172942831,6.0,0.0,0.0,59,25,0.0,3.0,7208.0,3.0,e5f3fd8d,4b09ce55,1f06d867,d6c40bad,1db1e707,6fcd6dcb,b1bdd339,8c8beade,2e4e821f,7de9c0a9,6652dc64,586fb9ab,d49eb1df,be4ee537,94760832,4cdc3efa,d20856aa,a1eb1511,9512c20b,febfd863,a3323ca1,c8e1ee56,b6528a7e,d5708937,ff654802,ed10571d,303
0,33.51589739172469,362.0,7.0,0.0,7.0,21.0,0.0,137,40,2.0,3.0,0.0,0.0,ad98e872,7b831047,bafcb47b,f2463ffb,4a421ddc,6fcd6dcb,d935d694,b69a2b08,dbe3aa6f,62da11e3,14874876,8c1feb42,a77a4a56,be4ee537,9eb57ff0,4cdc3efa,d20856aa,7232d217,9512c20b,156cbe87,96fbe197,15562d5d,7b0ebc6e,636c3c07,d0b1afa5,2ccea557,304
1,2.0,38.0,27.0,30.0,7.0,1.0,0.0,2,29,0.0,2.0,1389.0,29.0,5538beab,9a712d75,0b8a6d3b,e55976d0,c6fc10d3,6fcd6dcb,44c11ca7,7225c01d,2e4e821f,57c2e531,bb21150e,12716184,a77a4a56,be4ee537,2c76fe92,4cdc3efa,d20856aa,b8170bba,9512c20b,7c165363,0530a81b,c5da5a48,d3df7183,59f09812,991321ea,2ccea557,305
1,33.51589739172469,59.0,6.601761753697804,0.0,24.0,2.2903154300558843,0.0,-1,0,0.3717501848624462,8.0,3569.0,7.764677000558237,02a51178,f69909c8,fe54dcfd,f2463ffb,fcd95698,6fcd6dcb,d935d694,038e402d,25dd8f9a,32f3be02,57606b4c,8c1feb42,a77a4a56,be4ee537,e270684b,4cdc3efa,d20856aa,b8170bba,9512c20b,d03ba7cb,864b939e,1b2bbf31,d3df7183,118885ac,321935cd,b757e957,306
0,6.0,441.2116154583853,2.0,51.0,32.39126543994337,5.0,0.0,59,0,0.0,5.7188198880494845,1301.0,2.0,ad98e872,da234a09,7d4b7756,f2463ffb,4ff7b61d,6fcd6dcb,0dfce289,17121660,e25a4c11,62da11e3,14874876,d4413605,a77a4a56,be4ee537,8e6b1fad,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,ab4b2fa3,30436bfc,e1be5ef2,307
1,4.0,20.0,1.0,8.0,2.0,1.0,0.0,1080,14,1.0,1.0,730.0,1.0,1a6c0e94,c03011ef,c1b43631,e6b5b2ee,4ff7b61d,6fcd6dcb,bcde4769,586d6aed,1df5e154,93928b8e,750506a2,bf4ef621,bf78d0d4,be4ee537,4354aec1,4cdc3efa,d20856aa,b8170bba,9512c20b,1e0fd6f1,35d12d61,182d3c23,a3d67fd4,09a21406,30436bfc,b757e957,308
0,17.0,369.0,13.0,120.16365172942831,103.0,0.0,0.0,33,3,0.0,19.0,2770.0,14.0,ad98e872,8af1edc8,4c64221a,6faef306,e30a0055,6fcd6dcb,8ff2a107,32204401,2e4e821f,62da11e3,14874876,52742331,26bb0b02,be4ee537,e99db36c,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,4a301ef0,30436bfc,e1be5ef2,309
1,5.0,229.0,15.0,1.0,26.0,13.0,0.0,171,37,1.0,9.0,10.0,1.0,945bf920,3c1c8937,ebe452ac,f2463ffb,6f6f2db7,6fcd6dcb,d7dfc2d2,038e402d,e25a4c11,b80bc4e3,95f8ca79,a9d51227,a77a4a56,be4ee537,ea34f2ab,4cdc3efa,d20856aa,b7771e51,9512c20b,89c4501e,cdf3ef7b,0d4657d6,d3df7183,0652ec16,cdc3217e,b757e957,310
1,18.0,343.0,8.0,120.16365172942831,17.0,0.0,0.0,1,42,0.0,3.0,2905.0,16.0,9004d890,99c4d7e4,9cedfb18,3f85ecae,0d1f6fae,6fcd6dcb,3e340a6d,8670cd10,2e4e821f,4ecd1b37,ed0ce343,b221cf02,a77a4a56,be4ee537,d2971e3d,4cdc3efa,d20856aa,628f1b8d,09c8c22c,c599b801,7e98b867,e7220716,d3df7183,bcfdb2c7,30436bfc,b757e957,311
1,143.0,1092.0,32.0,110.0,27.0,0.0,0.0,2,3,0.0,6.0,1473.0,45.0,ad98e872,da234a09,a0d0f653,e6b5b2ee,729e35ab,6fcd6dcb,6c93faca,17121660,7cee8453,62da11e3,14874876,e66c10d4,a77a4a56,be4ee537,8e6b1fad,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,618fa829,991321ea,e1be5ef2,312
0,2.0,4.0,1.0,2.0,32.39126543994337,1.0,0.0,0,1,1.0,5.7188198880494845,5.0,1.0,e5f3fd8d,a0aaffa6,e44a5d34,c6f42255,c6fc10d3,6fcd6dcb,428355b5,43426c29,7cee8453,7de9c0a9,6652dc64,e2151ca7,00c5ffb7,be4ee537,f3bbfe99,4cdc3efa,d20856aa,3df5f234,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,4adb8ffe,30436bfc,b757e957,313
0,17.0,137.0,5.0,120.16365172942831,32.39126543994337,0.0,0.0,45,0,0.0,5.7188198880494845,1414.0,5.0,ad98e872,cea68cd3,af84cf44,f2463ffb,6571b82c,6fcd6dcb,a2e8808c,c0375b13,2e4e821f,62da11e3,14874876,3d316e82,f4fc3c5e,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,99c2f4d8,30436bfc,e1be5ef2,314
1,39.0,277.0,7.0,120.16365172942831,32.39126543994337,0.0,0.0,80,16,0.0,5.7188198880494845,126.0,15.0,e5f3fd8d,77cf2e67,37775f94,7359332e,60252567,6fcd6dcb,0e005bd7,43426c29,7cee8453,7de9c0a9,6652dc64,6b0c26d0,00c5ffb7,be4ee537,f3bbfe99,4cdc3efa,d20856aa,628f1b8d,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,893704a5,ff654802,962813c6,315
1,5.0,48.0,2.0,21.0,7.0,0.0,0.0,0,14,0.0,4.0,2820.0,2.0,2373189c,347ac1f6,af7a827e,f2463ffb,664ff944,6fcd6dcb,f24be78e,19c8afcb,a48e16ed,bef8b221,e119edd6,a3ecfe4f,a77a4a56,204683f7,5b3523d1,099ee1c6,753da5f3,b8170bba,9512c20b,73472310,530caa5c,f2eec1a6,1e935cfd,c28927e0,30436bfc,b757e957,316
1,1.0,264.0,1.0,1.0,30.0,23.0,0.0,5,6,1.0,4.0,5.0,1.0,265366bf,3234ea89,6387c96b,f2463ffb,b13d7057,6fcd6dcb,33c834d6,d4612c5c,25dd8f9a,e63d98b4,c939136f,97798212,a77a4a56,be4ee537,57390968,4cdc3efa,d20856aa,b7771e51,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,0435bd16,321935cd,6c730e3e,317
1,4.0,627.0,16.0,0.0,3.0,1.0,0.0,81,28,1.0,1.0,1.0,0.0,265366bf,7ef27c21,0d3528bd,f2463ffb,c6fc10d3,6fcd6dcb,84ad2974,d4612c5c,54fc547f,e63d98b4,c939136f,206d3506,a77a4a56,be4ee537,1de734ba,4cdc3efa,d20856aa,7232d217,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,b6945bfe,337b81aa,b757e957,318
0,12.0,53.0,3.0,120.16365172942831,96.0,0.0,0.0,39,0,0.0,6.0,8478.0,3.0,ad98e872,efc01d31,7ad6521e,f2463ffb,cdbcacb6,6fcd6dcb,3fd1c581,4aa7575b,7cee8453,62da11e3,14874876,c521d935,a77a4a56,be4ee537,814ee703,4cdc3efa,d20856aa,7232d217,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,bff3f545,30436bfc,e1be5ef2,319
0,33.51589739172469,170.0,6.601761753697804,73.0,3.0,0.0,0.0,17,3,0.0,1.0,18832.0,7.764677000558237,f52734a7,d714391b,f425fb3b,6faef306,a74b2c56,6fcd6dcb,7955f969,038e402d,2e4e821f,c0b0eb7e,f78ec6f9,cb57fc86,bf78d0d4,be4ee537,3f9852a1,4cdc3efa,d20856aa,b8170bba,9512c20b,547b01a1,1d710b58,50d787a9,d3df7183,80b3ac43,30436bfc,2ccea557,320
0,40.0,295.0,32.0,120.16365172942831,32.39126543994337,0.0,0.0,2,0,0.0,5.7188198880494845,293.0,32.0,ad98e872,3dbb483e,5bd4f067,01f948a4,f1738f48,6fcd6dcb,16c09931,54cd7262,1df5e154,62da11e3,14874876,a5aa6a3a,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,1eaafedd,991321ea,e1be5ef2,321
1,33.51589739172469,192.0,19.0,52.0,20.0,1.0,1.0,118,35,1.0,7.0,79.0,24.0,42417dba,8b8d778f,d0cca9da,6faef306,513057af,6fcd6dcb,f088cbc1,f85cc44f,e25a4c11,6b170564,762b1b66,92b21c01,f4fc3c5e,be4ee537,6051cbe6,4cdc3efa,753da5f3,f7389918,9512c20b,1c97860e,6f2fdb91,b8437271,5d5cb731,fb743867,30436bfc,2ccea557,322
0,15.0,441.2116154583853,16.0,18.0,32.39126543994337,1.0,1.0,9,17,1.0,5.7188198880494845,20.0,16.0,e5ddff00,929c447a,7880fd98,386c49ee,c6fc10d3,6fcd6dcb,5d55defc,8f551379,46dedfa6,04df22a0,1f908925,8817a886,f4fc3c5e,708c24d1,eea7f013,2514f91d,1f7fc70b,b8170bba,9512c20b,802f1fec,eb2650fa,d642b79f,b303ecbd,c1ee1066,991321ea,2f33557c,323
0,39.0,122.0,7.0,62.0,1.0,0.0,0.0,172,13,0.0,1.0,16089.0,9.0,c898ec76,47d74f96,842512d1,67ecc871,57f418c4,6fcd6dcb,5a132212,0a51b347,e25a4c11,e510f9ab,2f75cf29,12716184,00c5ffb7,55191c09,16bc3ed8,1d738c50,753da5f3,b8170bba,0a1d513f,a83cfcaa,11c1142a,b6b0c06b,0992a4ae,657f58f9,cdc3217e,2ccea557,324
1,33.51589739172469,140.0,2.0,4.0,14.0,1.0,0.0,0,2,1.0,1.0,1.0,1.0,265366bf,76c57ebd,82e5a79f,f2463ffb,c6fc10d3,6fcd6dcb,fd6f03e0,ab96c6b2,e0d906cb,e63d98b4,c939136f,19018134,a77a4a56,be4ee537,9f058632,4cdc3efa,d20856aa,b8170bba,09c8c22c,47849e55,73b3f46d,d994ba60,d3df7183,24ee72b3,57e36578,b757e957,325
1,3.0,398.0,3.0,116.0,19.0,0.0,0.0,883,1,0.0,6.0,9887.0,3.0,ad98e872,e56937ee,9c4e470f,6521d620,7d52ca1d,6fcd6dcb,1c7ba44a,060ba641,46dedfa6,62da11e3,14874876,2a3989d7,f4fc3c5e,be4ee537,4dcc1c44,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,03981cd4,ff654802,e1be5ef2,326
0,34.0,1106.0,1.0,651.0,1.0,0.0,0.0,34,1,0.0,1.0,7506.0,1.0,dfd94396,29ab00f2,ea4ed528,d6921b8a,6c0d9fd4,6fcd6dcb,24df7ffd,c75f4a0c,e25a4c11,bcfe8967,5e007f36,e2360b3c,00c5ffb7,be4ee537,585eea9a,4cdc3efa,d20856aa,b8170bba,9512c20b,6424a436,e1c27b60,d990b1b1,533dc96d,e7dc1d3e,30436bfc,ed10571d,327
