label,feature_integer1,feature_integer2,feature_integer3,feature_integer4,feature_integer5,feature_integer6,feature_integer7,feature_integer8,feature_integer9,feature_integer10,feature_integer11,feature_integer12,feature_integer13,categorical_feature1,categorical_feature2,categorical_feature3,categorical_feature4,categorical_feature5,categorical_feature6,categorical_feature7,categorical_feature8,categorical_feature9,categorical_feature10,categorical_feature11,categorical_feature12,categorical_feature13,categorical_feature14,categorical_feature15,categorical_feature16,categorical_feature17,categorical_feature18,categorical_feature19,categorical_feature20,categorical_feature21,categorical_feature22,categorical_feature23,categorical_feature24,categorical_feature25,categorical_feature26,Id
0,3.0,217.0,2.0,161.33123689727464,22.325581395348838,0.0,0.0,4,4,0.0,4.032200357781753,63620.0,2.0,fa043941,8ba081a9,3cee6ba8,67ecc871,f249776e,919c68e4,4628641f,038e402d,2e4e821f,be4d09dc,b59debeb,64a8f8ac,a77a4a56,be4ee537,f74a97aa,4cdc3efa,d20856aa,b8170bba,9512c20b,f83cf0ee,02f1e004,7eabbbae,d3df7183,7cc1f2ce,30436bfc,a7ab145d,151
0,18.0,410.0,10.0,318.0,5.0,0.0,0.0,167,13,0.0,1.0,30624.0,11.0,62770d79,f7794e81,6a999843,6faef306,1315f676,919c68e4,2c429171,231d1ac4,2e4e821f,2e027dc1,0c7c4231,12716184,a77a4a56,be4ee537,a5932f8e,4cdc3efa,d20856aa,a1eb1511,9512c20b,c38e2f28,14f65a5d,25b1b089,d7c1fc0b,89230fce,ff654802,ed10571d,152
0,12.0,700.0,1.0,90.0,6.0,0.0,0.0,1,5,0.0,4.0,7290.0,1.0,bbe08576,63e0a9a7,dbffa586,7ea7fca8,aaee93ac,6fcd6dcb,715c282e,53989f2e,2e4e821f,0d21558d,13d72975,c1ae4f81,a77a4a56,be4ee537,90913efe,4cdc3efa,d20856aa,d75a120f,139221a3,efdab726,ee13848f,df07c825,d3df7183,18345a7d,ff654802,962813c6,153
0,7.0,990.0,1.0,161.33123689727464,22.325581395348838,0.0,0.0,42,0,0.0,4.032200357781753,27321.0,1.0,ad98e872,cea68cd3,0a9b953e,6faef306,4f59463a,6fcd6dcb,8f1c0154,c0375b13,2e4e821f,62da11e3,14874876,12716184,00c5ffb7,be4ee537,fdc9e405,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,c03cdc75,30436bfc,e1be5ef2,154
0,6.0,332.0,6.0,7.0,22.325581395348838,2.0,0.0,6,3,1.0,4.032200357781753,296.0,6.0,ad98e872,ac4c5591,e568fedd,f2463ffb,c6fc10d3,6fcd6dcb,2c70d051,73f9dacc,2e4e821f,62da11e3,14874876,d71e69b8,bf78d0d4,be4ee537,c76f0d8a,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,a902bfe7,30436bfc,e1be5ef2,155
0,4.0,521.0,6.985313751668892,123.0,6.0,0.0,0.0,11,0,0.0,2.0,205.0,9.296395193591454,ad98e872,420acc05,8609082b,9d24e8e8,62b4d200,6fcd6dcb,dd2a9cf0,e013af63,7cee8453,62da11e3,14874876,528e5544,a77a4a56,be4ee537,e9b95271,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,e26a18c3,30436bfc,e1be5ef2,156
0,12.0,618.0,1.0,161.33123689727464,7.0,0.0,0.0,166,0,0.0,4.0,322.0,1.0,ad98e872,cea68cd3,8cd20e71,539b6b6e,b13d7057,6fcd6dcb,4620dd9e,c0375b13,2e4e821f,62da11e3,14874876,f08e2382,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,daf3ee2e,30436bfc,e1be5ef2,157
0,9.0,307.0,1.0,161.33123689727464,22.325581395348838,0.0,0.0,178,0,0.0,4.032200357781753,72182.0,1.0,ad98e872,3dbb483e,04d1aa22,d9a8ea57,e755064d,919c68e4,8a80b6cf,54cd7262,7cee8453,62da11e3,14874876,12716184,f4fc3c5e,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,120e1d81,ff654802,e1be5ef2,158
0,16.0,759.0,10.0,161.33123689727464,21.0,0.0,0.0,320,0,0.0,1.0,5666.0,10.0,ad98e872,cea68cd3,3eafa839,6faef306,c6fc10d3,6fcd6dcb,79ce94ae,c0375b13,2e4e821f,62da11e3,14874876,3466c394,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,bbb16e1c,30436bfc,e1be5ef2,159
0,5.0,97.0,4.0,161.33123689727464,22.325581395348838,0.0,0.0,3,7,0.0,4.032200357781753,1895.0,4.0,ce27fe28,43a59e89,5773ec8c,4c3b4496,b8c51ab7,6fcd6dcb,87224d3a,09861dee,2e4e821f,57f5081f,49f10ff4,388e0f05,00c5ffb7,be4ee537,8cd69a56,4cdc3efa,753da5f3,774af281,9512c20b,5a41e01d,2a591f60,0375e225,73185380,c3b09723,30436bfc,2ccea557,160
0,27.0,324.0,6.0,6.0,4.0,1.0,0.0,24,32,1.0,1.0,164.0,6.0,ad98e872,420acc05,ef7bbbbc,386c49ee,1cf39135,6fcd6dcb,33115ced,e013af63,2e4e821f,62da11e3,14874876,7c58dff4,f4fc3c5e,be4ee537,e9b95271,4cdc3efa,d20856aa,d75a120f,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,c9e278f3,30436bfc,e1be5ef2,161
0,1.0,5.0,6.985313751668892,161.33123689727464,22.325581395348838,1.1633771929824561,0.08565531475748193,29,0,0.19517543859649122,4.032200357781753,1.0,9.296395193591454,ad98e872,3ed37f74,cebd3e04,67ecc871,c6fc10d3,6fcd6dcb,268d7b4d,5e05a2a6,a48e16ed,62da11e3,14874876,a01bf146,405ca118,be4ee537,cb03e8c2,4cdc3efa,d20856aa,628f1b8d,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,4329ebf0,30436bfc,e1be5ef2,162
0,19.0,96.0,6.0,161.33123689727464,3.0,0.0,0.0,0,7,0.0,1.0,9879.0,6.0,ee633653,310b1fd7,a6dbb501,f2463ffb,fcd95698,6fcd6dcb,f3797d04,b2a2bd17,e25a4c11,ae47c032,b7ef7b34,12716184,bf78d0d4,be4ee537,57469cbd,4cdc3efa,1f7fc70b,d9f758ff,9512c20b,c3436515,9ee957d8,8ad77044,3e8c7824,0d45d9c7,991321ea,2ccea557,163
0,29.75741935483871,588.0,6.985313751668892,161.33123689727464,22.325581395348838,0.0,0.0,2,7,0.0,4.032200357781753,24619.0,9.296395193591454,4f50727e,0f636fe1,62a5fee5,f2463ffb,3cd69f23,6fcd6dcb,7dfd04ed,cd5745bc,2e4e821f,bfcab6f1,fa478aa9,12716184,e07cc34d,be4ee537,1748f7cb,4cdc3efa,d20856aa,0e45c477,9512c20b,88bd2b10,0683bc6f,167e3434,d3df7183,2f01f6d1,30436bfc,b757e957,164
0,1.0,5.0,6.985313751668892,161.33123689727464,22.325581395348838,1.1633771929824561,0.0,3,1,0.19517543859649122,4.032200357781753,9360.0,9.296395193591454,0d8d1997,76898c81,db9470e5,b17e4793,469b0af2,6fcd6dcb,a96da274,3fd2d43b,25dd8f9a,91019c67,573186f5,12716184,e07cc34d,be4ee537,cf4f5ab2,4cdc3efa,d20856aa,7232d217,0a1d513f,96b9de1b,97b8226c,da3a11a8,d3df7183,b107d3bb,0b3c06d0,a0614ec9,165
0,8.0,5.0,6.985313751668892,161.33123689727464,22.325581395348838,0.0,0.0,5,0,0.0,4.032200357781753,10686.0,9.296395193591454,265366bf,5b6b66b5,9dc65b3f,3f85ecae,1315f676,6fcd6dcb,6bc7fbae,ab96c6b2,54fc547f,e63d98b4,c939136f,6e54605d,d49eb1df,be4ee537,dd7f4897,4cdc3efa,d20856aa,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,81bb306d,337b81aa,2ba8d787,166
0,5.0,79.0,14.0,161.33123689727464,6.0,0.0,0.0,2,23,0.0,2.0,3094.0,17.0,5fb723a0,a1d477c3,7aa985a7,da8a3421,3cd69f23,6fcd6dcb,0949944b,be264a0b,2e4e821f,1c937054,32e6d7bb,af5e3507,d49eb1df,be4ee537,bb2c0439,4cdc3efa,d20856aa,a1eb1511,9512c20b,75a2d64b,4f0cc6e3,3719c1f5,d3df7183,df30d0a4,ff654802,b757e957,167
0,2.0,190.0,2.0,161.33123689727464,22.325581395348838,0.0,0.0,116,0,0.0,4.032200357781753,388772.0,2.0,ad98e872,ac4c5591,d9fc2697,eec6568a,57f418c4,919c68e4,d826b01c,73f9dacc,1df5e154,62da11e3,14874876,23902fe8,f4fc3c5e,be4ee537,c76f0d8a,4cdc3efa,d20856aa,7232d217,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,9a174000,30436bfc,e1be5ef2,168
0,3.0,1279.0,4.0,7.0,76.0,20.0,0.0,31,5,2.0,17.0,1.0,3.0,265366bf,24caec4f,bda1af36,f2463ffb,4e311bfc,6fcd6dcb,2dcd28f9,ab96c6b2,2e4e821f,e63d98b4,c939136f,cb347806,f4fc3c5e,be4ee537,eff53493,4cdc3efa,d20856aa,b8170bba,108a0699,47849e55,73b3f46d,d994ba60,d3df7183,8c573d44,ff654802,2ba8d787,169
0,3.0,458.0230769230769,3.0,6.0,22.325581395348838,1.0,0.0,11,6,1.0,4.032200357781753,1307.0,3.0,265366bf,85ca83a4,dc728571,6521d620,1315f676,6fcd6dcb,ff6d035c,d4612c5c,25dd8f9a,e63d98b4,c939136f,9e98dcaf,00c5ffb7,be4ee537,e0647bd5,4cdc3efa,d20856aa,628f1b8d,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,215866f4,321935cd,b757e957,170
0,1.0,270.0,2.0,161.33123689727464,22.325581395348838,0.0,0.0,0,4,0.0,4.032200357781753,233848.0,2.0,788a5d5b,98e2c109,06528223,26d2c3a9,f8990a45,919c68e4,2cab9a5e,a66a02fa,2e4e821f,16ec16d6,fa478aa9,12716184,e07cc34d,be4ee537,ded4997d,4cdc3efa,d20856aa,628f1b8d,0a1d513f,ef426d46,0683bc6f,6e86ac23,d3df7183,333278d7,ff654802,b757e957,171
0,29.75741935483871,1560.0,0.0,161.33123689727464,1.0,0.0,0.0,0,6,0.0,1.0,13106.0,1.0,788a5d5b,98e2c109,ba1c0f43,b0c5e548,58f5b2da,6fcd6dcb,6ca001e8,a66a02fa,2e4e821f,16ec16d6,fa478aa9,12716184,00c5ffb7,be4ee537,ded4997d,4cdc3efa,d20856aa,b8170bba,0a1d513f,ef426d46,0683bc6f,6e86ac23,d3df7183,f9bf6269,30436bfc,b757e957,172
0,13.0,375.0,12.0,161.33123689727464,22.325581395348838,0.0,0.0,8,0,0.0,4.032200357781753,18944.0,12.0,ad98e872,107444b0,ed76f949,6521d620,1315f676,6fcd6dcb,450b9440,5b36efb5,2e4e821f,62da11e3,14874876,a4093c2a,f4fc3c5e,be4ee537,050a3f52,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,61b62181,30436bfc,e1be5ef2,173
0,29.75741935483871,458.0230769230769,6.985313751668892,161.33123689727464,22.325581395348838,1.1633771929824561,0.08565531475748193,-1,0,0.19517543859649122,4.032200357781753,144561.0,9.296395193591454,ad98e872,3dbb483e,dce16c59,f2463ffb,3a57336e,919c68e4,bd15aab8,54cd7262,46dedfa6,62da11e3,14874876,47aed8fe,f4fc3c5e,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,5d21cf2b,30436bfc,e1be5ef2,174
0,29.75741935483871,122.0,6.985313751668892,150.0,22.325581395348838,0.0,0.0,-1,5,0.0,4.032200357781753,29684.0,9.296395193591454,cb5b1934,3d80017f,7f7845b1,f2463ffb,c6fc10d3,6fcd6dcb,14e724a7,038e402d,2e4e821f,b80bc4e3,95f8ca79,12716184,00c5ffb7,be4ee537,0a69b9a9,4cdc3efa,d20856aa,b8170bba,9512c20b,d7e0a340,cdf3ef7b,0d4657d6,d3df7183,76842d56,30436bfc,b757e957,175
0,40.0,212.0,20.0,161.33123689727464,1.0,0.0,0.0,4,0,0.0,1.0,5891.0,21.0,ad98e872,efc01d31,de1587c5,6521d620,c6fc10d3,6fcd6dcb,b89f6507,4aa7575b,2e4e821f,62da11e3,14874876,a5de9e88,00c5ffb7,be4ee537,814ee703,4cdc3efa,d20856aa,03fcae79,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,2dce43ab,30436bfc,e1be5ef2,176
0,1.0,258.0,6.985313751668892,161.33123689727464,4.0,0.0,0.0,54,1,0.0,3.0,5436.0,9.296395193591454,ad98e872,cea68cd3,417e6103,f2463ffb,6ca919cf,6fcd6dcb,4628641f,c0375b13,2e4e821f,62da11e3,14874876,4e8bf946,bf78d0d4,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,7cc1f2ce,30436bfc,e1be5ef2,177
0,18.0,629.0,6.0,161.33123689727464,22.325581395348838,0.0,0.0,699,0,0.0,4.032200357781753,116.0,8.0,ad98e872,cea68cd3,3b66b2e0,67ecc871,b2d3c63d,6fcd6dcb,2731dac5,c0375b13,2e4e821f,62da11e3,14874876,746c718c,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,10c76e2c,30436bfc,e1be5ef2,178
0,2.0,225.0,3.0,227.0,6.0,0.0,0.0,45,27,0.0,3.0,18750.0,3.0,b5f0742b,ddbe7d50,251815f7,f2463ffb,6da3cc07,6fcd6dcb,3ca43a2f,401056fe,54fc547f,5ee94940,f7efb428,12716184,a77a4a56,be4ee537,c30e5c86,4cdc3efa,d20856aa,7232d217,9512c20b,f2260cae,5e4068c5,6069dbb4,d3df7183,40e5aaf2,337b81aa,ed10571d,179
1,74.0,94.0,17.0,161.33123689727464,1.0,0.0,0.0,3,22,0.0,1.0,7071.0,17.0,02a8406d,b3e8deb6,fb1c5e43,80b7260b,3a57336e,6fcd6dcb,acad6cfe,17ae60ec,46dedfa6,b5bf32fb,ad037062,12716184,00c5ffb7,be4ee537,fe7e6ccb,4cdc3efa,d20856aa,a1eb1511,9512c20b,7d51e3d8,5cb49f8d,8a0cf06a,40dd76ba,e16668d3,ff654802,2ccea557,180
0,2.0,16.0,8.0,161.33123689727464,22.325581395348838,0.0,0.0,2,10,0.0,4.032200357781753,28.0,8.0,788a5d5b,98e2c109,01a0c607,67ecc871,4a71a122,6fcd6dcb,a7fad249,a66a02fa,2e4e821f,16ec16d6,fa478aa9,e8f7f027,00c5ffb7,be4ee537,ded4997d,4cdc3efa,d20856aa,628f1b8d,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,16e6b497,30436bfc,b757e957,181
0,29.75741935483871,682.0,6.985313751668892,515.0,1.0,0.0,0.0,12,4,0.0,1.0,21965.0,9.296395193591454,268e3d86,ba149f80,d9618626,e6b5b2ee,c6fc10d3,919c68e4,789cf08a,038e402d,2e4e821f,f67a4daf,8a1d118b,b7675c3c,00c5ffb7,be4ee537,e434a026,4cdc3efa,d20856aa,a1eb1511,9512c20b,6e44e4a7,3e7eed9e,753a8583,d3df7183,3cc54cf8,30436bfc,ed10571d,182
0,5.0,275.0,2.0,137.0,2.0,0.0,0.0,52,1,0.0,2.0,4633.0,2.0,ad98e872,ac4c5591,c2c39af5,2170fc56,c6fc10d3,6fcd6dcb,9f443d6b,73f9dacc,2e4e821f,62da11e3,14874876,07a2647e,bf78d0d4,be4ee537,c76f0d8a,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,3d0b8fa3,30436bfc,e1be5ef2,183
0,29.75741935483871,355.0,6.985313751668892,161.33123689727464,22.325581395348838,0.0,0.0,1,12,0.0,4.032200357781753,17301.0,9.296395193591454,788a5d5b,0f636fe1,3cd7902e,6faef306,729e35ab,6fcd6dcb,000d2af9,cd5745bc,2e4e821f,16ec16d6,fa478aa9,9e5c4993,f4fc3c5e,be4ee537,1748f7cb,4cdc3efa,d20856aa,7232d217,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,7cd621f3,30436bfc,b757e957,184
0,9.0,6.0,6.985313751668892,47.0,1.0,0.0,0.0,243,4,0.0,1.0,10429.0,9.296395193591454,37dcae31,3954a570,5558fc92,386c49ee,c6fc10d3,919c68e4,2ce8fb03,500811a1,2e4e821f,47e45ebb,83fd36b9,12716184,00c5ffb7,55191c09,e815c974,2d45f65c,753da5f3,b8170bba,09c8c22c,5ef6b353,d3049ad5,42c255bb,bf8c0d9d,1f918f46,30436bfc,b757e957,185
0,7.0,47.0,5.0,161.33123689727464,26.0,0.0,0.0,517,0,0.0,6.0,122.0,5.0,ad98e872,cea68cd3,f0bee090,f2463ffb,1315f676,6fcd6dcb,d89e20bc,c0375b13,2e4e821f,62da11e3,14874876,d8f7c091,26bb0b02,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,06cd2d54,991321ea,e1be5ef2,186
0,4.0,74.0,12.0,12.0,22.325581395348838,1.0,0.0,1,12,1.0,4.032200357781753,319.0,12.0,258a064d,805f8ddd,3fcccacd,f1f32aa1,729e35ab,6fcd6dcb,1dd7694f,3c6a0c63,2e4e821f,8f0af89c,f8871932,e786ddbe,00c5ffb7,be4ee537,29014391,4cdc3efa,d20856aa,b8170bba,9512c20b,37a1937e,32bef509,ef3a3234,d3df7183,e787d3d7,30436bfc,b757e957,187
0,29.75741935483871,194.0,1.0,199.0,1.0,0.0,0.0,10,0,0.0,1.0,33635.0,1.0,ad98e872,7b34f232,5558fc92,f2463ffb,84fb5c38,919c68e4,2ce8fb03,0cc492be,54fc547f,62da11e3,14874876,12716184,a77a4a56,be4ee537,9cd0e172,4cdc3efa,d20856aa,b8170bba,9512c20b,156cbe87,96fbe197,15562d5d,d3df7183,1f918f46,337b81aa,b757e957,188
0,40.0,360.0,7.0,161.33123689727464,9.0,0.0,0.0,312,0,0.0,4.0,18.0,7.0,ad98e872,cea68cd3,d0c5d50f,530c3ed4,c6fc10d3,6fcd6dcb,725b10e7,c0375b13,2e4e821f,62da11e3,14874876,06d701ea,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,245d9da7,30436bfc,e1be5ef2,189
0,29.75741935483871,518.0,6.985313751668892,57.0,2.0,0.0,0.0,-1,3,0.0,2.0,5961.0,9.296395193591454,8dd9cd96,9ca82cbc,01a0c607,3f85ecae,6ca919cf,6fcd6dcb,a7fad249,038e402d,7cee8453,a4b90486,9f71b1e2,03f5708b,a77a4a56,be4ee537,b1d71f54,4cdc3efa,d20856aa,6691e292,b49a729d,32925363,70805df4,caec4121,d3df7183,16e6b497,30436bfc,b757e957,190
0,29.75741935483871,5.0,6.985313751668892,119.0,22.325581395348838,0.0,0.0,0,9,0.0,4.032200357781753,1507.0,9.296395193591454,ad98e872,3dbb483e,2af31717,d9a8ea57,e755064d,6fcd6dcb,6e1739cb,54cd7262,1df5e154,62da11e3,14874876,12716184,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,a1eb1511,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,f3a1835d,30436bfc,e1be5ef2,191
0,23.0,113.0,6.985313751668892,161.33123689727464,10.0,0.0,0.0,9,0,0.0,3.0,10519.0,9.296395193591454,ad98e872,cea68cd3,417e6103,dfe0b238,c6fc10d3,6fcd6dcb,4628641f,c0375b13,7cee8453,62da11e3,14874876,3f2f4804,a77a4a56,be4ee537,fdc9e405,4cdc3efa,d20856aa,7232d217,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,7cc1f2ce,ff654802,e1be5ef2,192
0,3.0,93.0,9.0,103.0,8.0,0.0,0.0,2,15,0.0,1.0,11227.0,9.0,217db914,4c649a04,48c07a22,f2463ffb,73467fd0,6fcd6dcb,fad5de89,3ce4d24a,2e4e821f,4856915e,fa478aa9,a5bd61db,a77a4a56,be4ee537,502df071,4cdc3efa,d20856aa,7232d217,9512c20b,fa8936bb,d1483891,5621aedb,d3df7183,348246ae,ff654802,b757e957,193
0,8.0,929.0,6.0,161.33123689727464,22.325581395348838,0.0,0.0,36,6,0.0,4.032200357781753,30870.0,6.0,ee43d3c3,c3dca3d3,219b0ec7,3f85ecae,0a0044e1,919c68e4,21b853dd,038e402d,2e4e821f,15c7dcb3,ec8859f8,b8def780,a77a4a56,be4ee537,6c1b3849,4cdc3efa,d20856aa,b7771e51,9512c20b,991252ee,5143e46f,cd90b96d,d3df7183,2858d36e,30436bfc,2ccea557,194
0,13.0,458.0230769230769,10.0,161.33123689727464,22.325581395348838,0.0,0.0,3,22,0.0,4.032200357781753,7181.0,10.0,cddd5f99,e1245419,aa9572f9,c6f42255,a0503dff,6fcd6dcb,cc61d1d7,0bcd3004,e0d906cb,bcd97803,0da2c36c,12716184,e07cc34d,be4ee537,2f8017d8,4cdc3efa,d20856aa,b8170bba,0a1d513f,1555b97b,7fe52a5b,b9213950,d3df7183,1781584a,57e36578,b757e957,195
0,29.75741935483871,425.0,0.0,123.0,40.0,5.0,0.0,79,9,1.0,3.0,633.0,9.0,8a2b1e43,33386bfb,f03ef61a,9f238ed1,c6fc10d3,6fcd6dcb,2ce8fb03,985c3a8d,2e4e821f,31184e3d,fa478aa9,12716184,a77a4a56,be4ee537,a7f369d6,4cdc3efa,d20856aa,b8170bba,09c8c22c,8024f45f,0683bc6f,fa7eca6c,d3df7183,1f918f46,30436bfc,b757e957,196
0,11.0,32.0,4.0,161.33123689727464,22.325581395348838,0.0,0.0,0,4,0.0,4.032200357781753,114513.0,4.0,211f5cdd,c7212dfd,e2b477da,67ecc871,b2626b0e,919c68e4,8b043473,e2feb80c,54fc547f,ba98d60d,493116d4,12716184,a77a4a56,8c01e76f,ee9113d4,2d45f65c,1f7fc70b,b8170bba,9512c20b,d61bc1a4,d0f826a6,28eaf4fa,76e82e92,de3feea2,337b81aa,ed10571d,197
0,4.0,1067.0,4.0,161.33123689727464,35.0,0.0,0.0,61,20,0.0,7.0,1432.0,4.0,ad98e872,3dbb483e,4792101c,f2463ffb,e755064d,6fcd6dcb,ac71abaa,54cd7262,3cb29c3b,62da11e3,14874876,c46b82e6,a77a4a56,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,317d843b,991321ea,e1be5ef2,198
0,1.0,150.0,1.0,47.0,22.325581395348838,8.0,0.0,52,27,1.0,4.032200357781753,1293.0,1.0,265366bf,836a4a52,2826bc68,f2463ffb,4a768f17,6fcd6dcb,5d9d7737,d4612c5c,25dd8f9a,e63d98b4,c939136f,7ec4f4fd,a77a4a56,be4ee537,80d9d558,4cdc3efa,d20856aa,d9f758ff,9512c20b,47849e55,73b3f46d,d994ba60,d3df7183,e4dd02fa,321935cd,b757e957,199
0,29.75741935483871,32.0,0.0,161.33123689727464,22.325581395348838,0.0,0.0,254,9,0.0,4.032200357781753,13334.0,5.0,788a5d5b,0f636fe1,f66620ee,386c49ee,664ff944,6fcd6dcb,3580aa21,cd5745bc,a48e16ed,16ec16d6,fa478aa9,12716184,e07cc34d,be4ee537,1748f7cb,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,7caf609c,991321ea,b757e957,200
1,56.0,414.0,7.0,31.0,1.0,0.0,0.0,24,8,0.0,1.0,2999.0,7.0,8f5d1e00,c3912001,a2427619,f2463ffb,4e6b6cf0,6fcd6dcb,26d0f5bb,09f8a09d,2e4e821f,9a1888ba,239ab8fe,cec6a8a7,00c5ffb7,521d9fcb,2b083b96,10dd3744,d20856aa,b8170bba,139221a3,ce9f427c,484b103a,9ceeeca0,f84cfb8b,e619743b,30436bfc,ed10571d,201
0,22.0,175.0,9.0,161.33123689727464,22.325581395348838,0.0,0.0,5,9,0.0,4.032200357781753,2252.0,9.0,e5f3fd8d,a15d1051,1fc83571,4c3b4496,8be600ee,6fcd6dcb,67e1e130,43426c29,1df5e154,7de9c0a9,6652dc64,7701fc02,405ca118,be4ee537,f3bbfe99,4cdc3efa,d20856aa,6691e292,9512c20b,febfd863,a3323ca1,c8e1ee56,1752e9e8,03dc607a,30436bfc,ed10571d,202
0,29.75741935483871,106.0,2.0,76.0,1.0,0.0,0.0,1,2,0.0,1.0,17321.0,2.0,788a5d5b,0f636fe1,8d249dd4,f2463ffb,e755064d,6fcd6dcb,1927158a,cd5745bc,2e4e821f,16ec16d6,fa478aa9,522615e4,00c5ffb7,be4ee537,1748f7cb,4cdc3efa,d20856aa,7232d217,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,45069277,30436bfc,b757e957,203
1,1.0,458.0230769230769,5.0,161.33123689727464,22.325581395348838,0.0,0.0,1,5,0.0,4.032200357781753,2.0,5.0,a87e0d56,154e3d2d,17562964,6faef306,f8bddb59,6fcd6dcb,5ee8b175,6bc31a6a,2e4e821f,4a05c1ec,573186f5,282292ee,405ca118,be4ee537,6dea9e43,4cdc3efa,d20856aa,b8170bba,09c8c22c,2d35ce20,c9126002,b874dbee,d3df7183,19cf76d8,ff654802,a0614ec9,204
0,6.0,121.0,2.0,27.0,1.0,0.0,0.0,791,0,0.0,1.0,13180.0,2.0,ad98e872,95ec7994,46519c8f,3f85ecae,08f4e91a,6fcd6dcb,8748df97,47b90fcf,e25a4c11,62da11e3,14874876,d8640b42,00c5ffb7,be4ee537,8526f472,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,455528da,30436bfc,e1be5ef2,205
0,29.75741935483871,787.0,3.0,86.0,3.0,0.0,0.0,1,14,0.0,3.0,519.0,3.0,788a5d5b,0f636fe1,93e42a93,f2463ffb,4e2d3a09,6fcd6dcb,2d19a3da,cd5745bc,2e4e821f,16ec16d6,fa478aa9,cdfae97f,a77a4a56,be4ee537,1748f7cb,4cdc3efa,d20856aa,b8170bba,9512c20b,ef426d46,0683bc6f,6e86ac23,d3df7183,2fb4a3d0,30436bfc,b757e957,206
0,89.0,458.0230769230769,1.0,1.0,22.325581395348838,1.0,0.0,0,0,1.0,4.032200357781753,10.0,1.0,ad98e872,3dbb483e,6faa15d5,6521d620,f1bba148,6fcd6dcb,ab16ed81,54cd7262,2e4e821f,62da11e3,14874876,12716184,e07cc34d,be4ee537,a63cedcf,4cdc3efa,d20856aa,7232d217,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,75350c8a,30436bfc,e1be5ef2,207
0,26.0,458.0230769230769,7.0,161.33123689727464,22.325581395348838,0.0,0.0,59,11,0.0,4.032200357781753,86.0,21.0,ad98e872,3dbb483e,ebcf498b,f2463ffb,4a448278,6fcd6dcb,8bb5ed90,54cd7262,2e4e821f,62da11e3,14874876,12716184,bf78d0d4,be4ee537,a63cedcf,4cdc3efa,d20856aa,b8170bba,cc7a7d35,156cbe87,96fbe197,15562d5d,d3df7183,bd929e64,991321ea,e1be5ef2,208
